STATION,POINT ID,DATE,PH,NA,NO3 and NO2,PO4,NH4,SO4,NH4
A2R001Q01,90240,25/08/2010,7.248,47.2,3.17,0.148,0.108,0.4998,0.006
A2R001Q01,90240,25/08/2010,7.752,47.9,3.11,0.21,0.132,0.5142,0.0073
A2R001Q01,90240,25/08/2010,8.141,47.5,2.98,0.21,0.292,0.5178,0.0162
A2R001Q01,90240,25/08/2010,8.075,46.6,3.34,0.24,0.625,0.5203,0.0347
A2R001Q01,90240,08/09/2010,8.572,51.7,3.42,0.257,0.025,0.5246,0.0014
A2R001Q01,90240,08/09/2010,8.547,51.8,3.52,0.228,0.025,0.52,0.0014
A2R001Q01,90240,08/09/2010,8.292,47.9,2.89,0.287,1.418,0.5096,0.0788
A2R001Q01,90240,08/09/2010,8.226,47.7,3.27,0.285,0.841,0.5067,0.0467
A2R001Q01,90240,22/09/2010,8.654,53.9,3.14,0.271,0.078,0.477,0.0043
A2R001Q01,90240,22/09/2010,8.502,55.9,3.12,0.323,0.059,0.545,0.0033
A2R001Q01,90240,22/09/2010,8.091,52,3.29,0.306,0.025,0.5144,0.0014
A2R001Q01,90240,22/09/2010,8.746,53.6,3.1,0.276,0.025,0.5291,0.0014
A2R001Q01,90240,22/09/2010,8.396,51.6,3.32,0.277,0.025,0.5044,0.0014
A2R001Q01,90240,22/09/2010,8.334,53.4,3.15,0.277,0.095,0.5352,0.0053
A2R001Q01,90240,22/09/2010,8.206,47.9,2.67,0.277,0.778,0.5118,0.0432
A2R001Q01,90240,22/09/2010,8.367,47.8,2.91,0.306,0.499,0.5232,0.0277
A2R001Q01,90240,06/10/2010,8.382,53.822,-9999,0.18,0.025,0.4941,0.0014
A2R001Q01,90240,06/10/2010,9.026,53.893,-9999,0.19,0.025,0.5067,0.0014
A2R001Q01,90240,06/10/2010,7.562,54.286,-9999,0.174,0.025,0.0734,0.0014
A2R001Q01,90240,06/10/2010,8.531,53.76,-9999,0.18,0.025,0.5011,0.0014
A2R001Q01,90240,06/10/2010,7.452,54.124,-9999,0.096,0.025,0.5055,0.0014
A2R001Q01,90240,06/10/2010,8.337,49.23,-9999,0.258,0.508,0.5058,0.0282
A2R001Q01,90240,06/10/2010,8.441,45.593,-9999,0.345,1.243,0.5133,0.0691
A2R001Q01,90240,20/10/2010,9.309,59.8,2.44,0.199,0.025,0.5344,0.0014
A2R001Q01,90240,20/10/2010,9.388,58.4,2.44,0.209,0.025,0.5442,0.0014
A2R001Q01,90240,20/10/2010,9.416,59.7,2.47,0.2,0.025,0.54,0.0014
A2R001Q01,90240,20/10/2010,9.253,57.3,2.5,0.207,0.025,0.5472,0.0014
A2R001Q01,90240,20/10/2010,9.308,57,2.54,0.197,0.025,0.5365,0.0014
A2R001Q01,90240,20/10/2010,8.314,50.7,2.31,0.31,0.974,0.5354,0.0541
A2R001Q01,90240,20/10/2010,8.117,47.4,1.91,0.391,1.362,0.5039,0.0757
A2R001Q01,90240,20/10/2010,9.253,56.2,2.5,0.355,0.067,0.5255,0.0037
A2R001Q01,90240,03/11/2010,9.346,62.7,2.31,0.167,0.025,0.5369,0.0014
A2R001Q01,90240,03/11/2010,9.466,62.3,2.16,0.17,0.025,0.5455,0.0014
A2R001Q01,90240,03/11/2010,9.269,62.7,2.27,0.358,0.054,0.5517,0.003
A2R001Q01,90240,03/11/2010,8.844,62.1,2.32,0.28,0.531,0.5345,0.0295
A2R001Q01,90240,03/11/2010,9.254,63.1,2.37,0.18,0.025,0.5458,0.0014
A2R001Q01,90240,03/11/2010,9.052,60.9,2.67,0.201,0.025,0.5544,0.0014
A2R001Q01,90240,03/11/2010,8.366,53.4,2.1,0.338,0.981,0.5132,0.0545
A2R001Q01,90240,03/11/2010,8.389,49.4,1.62,0.422,1.394,0.5082,0.0774
A2R001Q01,90240,17/11/2010,9.231,64.6,2.06,0.205,0.025,0.5286,0.0014
A2R001Q01,90240,17/11/2010,9.318,65.7,2.03,0.252,0.025,0.5307,0.0014
A2R001Q01,90240,17/11/2010,9.275,65.5,2.02,0.201,0.025,0.5276,0.0014
A2R001Q01,90240,17/11/2010,9.118,65.4,2.05,0.203,0.025,0.5245,0.0014
A2R001Q01,90240,17/11/2010,9.191,63.7,2.03,0.186,0.025,0.538,0.0014
A2R001Q01,90240,17/11/2010,9.123,63.8,2.04,0.185,0.025,0.5307,0.0014
A2R001Q01,90240,17/11/2010,9.048,61.1,2.14,0.249,0.025,0.8387,0.0014
A2R001Q01,90240,17/11/2010,8.684,55.8,1.81,0.335,0.666,0.5161,0.037
A2R001Q01,90240,30/11/2010,9.329,62.3,1.74,0.152,0.025,0.5057,0.0014
A2R001Q01,90240,30/11/2010,9.483,63.7,1.7,0.148,0.025,0.4943,0.0014
A2R001Q01,90240,30/11/2010,9.497,64.2,1.68,0.148,0.025,0.5057,0.0014
A2R001Q01,90240,30/11/2010,9.424,63.7,1.69,0.149,0.025,0.5983,0.0014
A2R001Q01,90240,30/11/2010,9.286,63.8,1.87,0.17,0.087,0.5109,0.0048
A2R001Q01,90240,30/11/2010,9.045,63.4,2.02,0.209,0.172,0.5078,0.0096
A2R001Q01,90240,30/11/2010,8.784,61.096,1.869,0.324,0.416,0.4941,0.0231
A2R001Q01,90240,30/11/2010,8.483,54.5,0.676,0.459,1.69,0.4828,0.0939
A2R001Q01,90240,14/12/2010,8.982,60.973,1.708,0.184,0.175,0.5301,0.0097
A2R001Q01,90240,14/12/2010,8.471,60.302,2.071,0.213,0.025,0.517,0.0014
A2R001Q01,90240,14/12/2010,8.556,57.214,2.025,0.239,0.025,0.5316,0.0014
A2R001Q01,90240,14/12/2010,8.988,67.015,1.725,0.199,0.089,0.5045,0.0049
A2R001Q01,90240,14/12/2010,9.031,60.874,1.929,0.229,0.025,0.5866,0.0014
A2R001Q01,90240,14/12/2010,8.377,59.182,1.035,0.39,1.148,0.5049,0.0638
A2R001Q01,90240,14/12/2010,8.377,56.847,0.174,0.501,1.816,0.4863,0.1009
A2R001Q01,90240,12/01/2011,9.137,47.4,1.46,0.143,0.025,0.5265,0.0014
A2R001Q01,90240,12/01/2011,8.971,46.884,1.596,0.147,0.025,0.5139,0.0014
A2R001Q01,90240,12/01/2011,8.795,49.185,1.584,0.156,0.025,0.4661,0.0014
A2R001Q01,90240,12/01/2011,9.125,46.812,1.52,0.156,0.025,0.5134,0.0014
A2R001Q01,90240,12/01/2011,7.819,46.8,1.61,0.169,0.025,0.4901,0.0014
A2R001Q01,90240,12/01/2011,8.326,43.4,2.11,0.198,0.196,0.4953,0.0109
A2R001Q01,90240,12/01/2011,8.326,43.122,1.381,0.268,0.843,0.4183,0.0468
A2R001Q01,90240,12/01/2011,8.089,40.62,0.869,0.291,1.73,0.4165,0.0961
A2R001Q01,90240,26/01/2011,8.11,46.9,2.24,0.231,0.025,0.538,0.0014
A2R001Q01,90240,26/01/2011,7.098,46.8,1.25,0.215,0.025,0.5359,0.0014
A2R001Q01,90240,26/01/2011,7.561,47.2,1.96,0.229,0.025,0.5193,0.0014
A2R001Q01,90240,26/01/2011,7.572,46.6,1.95,0.234,0.025,0.5213,0.0014
A2R001Q01,90240,26/01/2011,7.348,46.6,1.8,0.211,0.025,0.5213,0.0014
A2R001Q01,90240,26/01/2011,7.7,43.4,2.58,0.251,0.025,0.5234,0.0014
A2R001Q01,90240,26/01/2011,7.029,43.9,1.88,0.108,0.025,0.4901,0.0014
A2R001Q01,90240,26/01/2011,7.25,40.4,3.35,0.272,0.025,0.4381,0.0014
A2R001Q01,90240,09/02/2011,9.615,47.9,0.867,0.085,0.025,0.5505,0.0014
A2R001Q01,90240,09/02/2011,9.273,47.598,0.557,0.07,0.025,0.5415,0.0014
A2R001Q01,90240,09/02/2011,9.385,47.154,0.666,0.078,0.025,0.5494,0.0014
A2R001Q01,90240,09/02/2011,9.6,48.9,1.01,0.1,0.025,0.5401,0.0014
A2R001Q01,90240,09/02/2011,9.506,47.5,1.04,0.099,0.025,0.5338,0.0014
A2R001Q01,90240,09/02/2011,8.284,48.2,2.21,0.199,0.487,0.5557,0.0271
A2R001Q01,90240,09/02/2011,7.898,46.707,0.926,0.216,1.736,0.4984,0.0964
A2R001Q01,90240,09/02/2011,8.131,47.074,0.488,0.273,1.977,0.4829,0.1098
A2R001Q01,90240,23/02/2011,8.623,48.43,0.977,0.037,0.025,0.5632,0.0014
A2R001Q01,90240,23/02/2011,8.635,47.781,0.975,0.029,0.025,0.5655,0.0014
A2R001Q01,90240,23/02/2011,8.614,47.738,0.926,0.035,0.025,0.5614,0.0014
A2R001Q01,90240,23/02/2011,8.639,47.639,0.984,0.036,0.025,0.559,0.0014
A2R001Q01,90240,23/02/2011,8.56,47.516,1.027,0.025,0.025,0.5628,0.0014
A2R001Q01,90240,23/02/2011,8.401,46.625,1.354,0.093,0.421,0.5472,0.0234
A2R001Q01,90240,23/02/2011,8.391,46.363,1.203,0.172,1.555,0.5215,0.0864
A2R001Q01,90240,23/02/2011,8.358,45.838,0.543,0.215,2.198,0.487,0.1221
A2R001Q01,90240,09/03/2011,9.408,46.212,0.371,0.028,0.025,0.575,0.0014
A2R001Q01,90240,09/03/2011,9.387,47.144,0.237,0.046,0.025,0.5767,0.0014
A2R001Q01,90240,09/03/2011,9.655,46.54,0.237,0.023,0.025,0.5733,0.0014
A2R001Q01,90240,09/03/2011,9.571,47.734,0.283,0.027,0.025,0.5821,0.0014
A2R001Q01,90240,09/03/2011,9.282,46.638,0.49,0.023,0.069,0.5745,0.0038
A2R001Q01,90240,09/03/2011,8.282,45.694,1.223,0.223,1.698,0.5636,0.0943
A2R001Q01,90240,09/03/2011,8.054,45.702,0.457,0.309,2.65,0.5069,0.1472
A2R001Q01,90240,23/03/2011,9.07,52.227,0.517,0.035,0.025,0.5569,0.0014
A2R001Q01,90240,23/03/2011,9.226,52.142,0.465,0.038,0.025,0.5674,0.0014
A2R001Q01,90240,23/03/2011,8.992,52.058,0.514,0.036,0.025,0.5646,0.0014
A2R001Q01,90240,23/03/2011,9.047,51.216,0.533,0.035,0.025,0.5663,0.0014
A2R001Q01,90240,23/03/2011,8.94,52.39,0.575,0.03,0.025,0.5793,0.0014
A2R001Q01,90240,23/03/2011,8.055,47.05,1.309,0.127,1.321,0.5363,0.0734
A2R001Q01,90240,23/03/2011,8.103,44.853,1.294,0.209,1.64,0.5042,0.0911
A2R001Q01,90240,23/03/2011,8.106,41.624,0.919,0.277,2.198,0.4763,0.1221
A2R001Q01,90240,06/04/2011,7.792,48.591,0.909,0.066,0.025,0.5439,0.0014
A2R001Q01,90240,06/04/2011,7.574,48.968,1.381,0.108,0.025,0.5371,0.0014
A2R001Q01,90240,06/04/2011,7.308,49.023,1.295,0.086,0.025,0.535,0.0014
A2R001Q01,90240,06/04/2011,7.578,48.785,1.14,0.073,0.025,0.5335,0.0014
A2R001Q01,90240,06/04/2011,7.485,48.757,1.474,0.107,0.025,0.534,0.0014
A2R001Q01,90240,06/04/2011,7.876,46.78,1.85,0.135,0.025,0.5209,0.0014
A2R001Q01,90240,06/04/2011,7.621,51.146,2.558,0.173,0.025,0.5119,0.0014
A2R001Q01,90240,06/04/2011,7.727,55.644,3.523,0.21,0.025,0.5314,0.0014
A2R001Q01,90240,19/04/2011,8.127,53.888,1.514,0.151,0.611,0.5204,0.0339
A2R001Q01,90240,05/05/2011,8.393,54.478,2.114,0.038,0.025,0.561,0.0014
A2R001Q01,90240,05/05/2011,8.415,53.305,2.056,0.071,0.145,0.5575,0.0081
A2R001Q01,90240,05/05/2011,7.97,54.497,2.246,0.071,0.025,0.5706,0.0014
A2R001Q01,90240,05/05/2011,8.396,54.038,1.959,0.026,0.025,0.5664,0.0014
A2R001Q01,90240,05/05/2011,8.043,53.693,2.251,0.052,0.059,0.5677,0.0033
A2R001Q01,90240,05/05/2011,8.42,55.204,2.431,0.065,0.025,0.5564,0.0014
A2R001Q01,90240,05/05/2011,8.396,53.695,2.309,0.058,0.197,0.5491,0.0109
A2R001Q01,90240,05/05/2011,8.245,68.431,3.113,0.088,0.405,0.2312,0.0225
A2R001Q01,90240,19/05/2011,8.251,56.573,2.222,0.005,0.025,0.5719,0.0014
A2R001Q01,90240,19/05/2011,8.284,57.924,2.691,0.056,0.025,0.5888,0.0014
A2R001Q01,90240,19/05/2011,8.435,55.129,2.344,0.042,0.025,0.5589,0.0014
A2R001Q01,90240,19/05/2011,8.258,56.669,2.502,0.061,0.025,0.6119,0.0014
A2R001Q01,90240,19/05/2011,8.277,56.953,2.556,0.093,0.025,0.5707,0.0014
A2R001Q01,90240,19/05/2011,8.286,56.742,2.252,0.027,0.025,0.5554,0.0014
A2R001Q01,90240,19/05/2011,8.291,56.836,2.599,0.076,0.025,0.5614,0.0014
A2R001Q01,90240,19/05/2011,7.633,59.01,3.357,0.005,0.025,0.6369,0.0014
A2R001Q01,90240,01/06/2011,8.081,59.047,2.608,0.019,0.288,0.5742,0.016
A2R001Q01,90240,01/06/2011,8.224,58.148,2.615,0.005,0.22,0.5698,0.0122
A2R001Q01,90240,01/06/2011,8.096,58.317,2.737,0.005,0.267,0.5711,0.0148
A2R001Q01,90240,01/06/2011,8.081,58.294,2.796,0.005,0.29,0.5757,0.0161
A2R001Q01,90240,01/06/2011,7.911,54.337,2.657,0.063,0.297,0.5635,0.0165
A2R001Q01,90240,01/06/2011,7.907,57.51,2.6,0.042,0.269,0.5799,0.0149
A2R001Q01,90240,01/06/2011,7.948,54.262,2.472,0.051,0.631,0.5599,0.0351
A2R001Q01,90240,01/06/2011,7.915,58.909,3.226,0.096,0.434,0.5953,0.0241
A2R001Q01,90240,15/06/2011,7.262,53.94,2.301,0.005,0.025,0.618,0.0014
A2R001Q01,90240,15/06/2011,7.426,56.067,1.938,0.005,0.025,0.6264,0.0014
A2R001Q01,90240,15/06/2011,7.955,57.485,2.885,0.094,0.025,0.6267,0.0014
A2R001Q01,90240,15/06/2011,7.854,55.215,2.894,0.086,0.025,0.62,0.0014
A2R001Q01,90240,15/06/2011,7.5,56.569,2.235,0.005,0.025,0.6291,0.0014
A2R001Q01,90240,15/06/2011,7.984,54.557,2.867,0.091,0.025,0.6232,0.0014
A2R001Q01,90240,15/06/2011,8.09,56.292,2.956,0.097,0.025,0.617,0.0014
A2R001Q01,90240,15/06/2011,7.76,52.796,2.731,0.063,0.025,0.6233,0.0014
A2R001Q01,90240,29/06/2011,8.075,52.524,2.997,0.04,0.335,0.6126,0.0186
A2R001Q01,90240,29/06/2011,8.223,52.653,3.062,0.041,0.324,0.5994,0.018
A2R001Q01,90240,29/06/2011,8.231,53.32,3.017,0.051,0.348,0.6061,0.0193
A2R001Q01,90240,29/06/2011,7.978,51.996,2.997,0.042,0.336,0.5968,0.0187
A2R001Q01,90240,29/06/2011,8.306,52.052,3.043,0.029,0.339,0.5837,0.0188
A2R001Q01,90240,29/06/2011,8.064,52.785,3,0.038,0.336,0.5963,0.0187
A2R001Q01,90240,29/06/2011,8.177,51.964,3.136,0.044,0.322,0.5972,0.0179
A2R001Q01,90240,29/06/2011,8.366,52.477,2.989,0.041,0.337,0.6058,0.0187
A2R001Q01,90240,13/07/2011,7.879,50.519,3.013,0.011,0.279,0.5871,0.0155
A2R001Q01,90240,13/07/2011,8.207,51.787,3.175,0.016,0.269,0.5834,0.0149
A2R001Q01,90240,13/07/2011,7.856,52.506,3.088,0.022,0.292,0.5926,0.0162
A2R001Q01,90240,13/07/2011,8.309,51.028,3.042,0.005,0.276,0.597,0.0153
A2R001Q01,90240,13/07/2011,8.128,51.598,3.094,0.014,0.241,0.5957,0.0134
A2R001Q01,90240,13/07/2011,8.159,51.9,3.085,0.013,0.266,0.6154,0.0148
A2R001Q01,90240,13/07/2011,8.335,52.206,3.134,0.012,0.286,0.5969,0.0159
A2R001Q01,90240,13/07/2011,8.389,52.151,3.065,0.018,0.241,0.5963,0.0134
A2R001Q01,90240,27/07/2011,8.212,53.583,3.226,0.046,0.326,0.627,0.0181
A2R001Q01,90240,27/07/2011,8.22,52.936,3.217,0.042,0.321,0.6223,0.0178
A2R001Q01,90240,27/07/2011,8.197,52.752,3.206,0.032,0.324,0.626,0.018
A2R001Q01,90240,27/07/2011,8.236,53.578,3.252,0.042,0.345,0.6286,0.0192
A2R001Q01,90240,27/07/2011,8.349,53.127,3.227,0.056,0.3,0.6233,0.0167
A2R001Q01,90240,27/07/2011,8.071,52.706,3.225,0.022,0.331,0.6218,0.0184
A2R001Q01,90240,27/07/2011,8.277,53.006,3.248,0.022,0.248,0.6078,0.0138
A2R001Q01,90240,27/07/2011,8.315,52.733,3.18,0.045,0.321,0.6191,0.0178
A2R001Q01,90240,10/08/2011,8.165,51.393,3.243,0.005,0.404,0.6105,0.0224
A2R001Q01,90240,10/08/2011,8.146,50.501,3.211,0.005,0.317,0.6132,0.0176
A2R001Q01,90240,10/08/2011,8.185,50.236,3.215,0.013,0.321,0.6189,0.0178
A2R001Q01,90240,10/08/2011,8.082,50.394,3.2,0.005,0.319,0.6158,0.0177
A2R001Q01,90240,10/08/2011,8.115,49.435,3.25,0.005,0.322,0.6175,0.0179
A2R001Q01,90240,10/08/2011,8.107,50.308,3.207,0.005,0.309,0.6133,0.0172
A2R001Q01,90240,10/08/2011,8.402,50.911,3.249,0.028,0.388,0.6146,0.0216
A2R001Q01,90240,10/08/2011,7.992,49.335,3.331,0.033,0.547,0.6174,0.0304
A2R001Q01,90240,23/08/2011,8.049,48.278,3.138,0.005,-9999,0.6362,-9999
A2R001Q01,90240,21/09/2011,8.234,50.986,3.496,0.264,0.055,0.5279,0.0031
A2R001Q01,90240,21/09/2011,8.111,51.847,3.447,0.224,0.025,0.4971,0.0014
A2R001Q01,90240,21/09/2011,8.084,51.654,3.46,0.229,0.025,0.5224,0.0014
A2R001Q01,90240,21/09/2011,8.09,50.416,3.504,0.226,0.025,0.5104,0.0014
A2R001Q01,90240,21/09/2011,7.869,50.457,3.194,0.117,0.025,0.5162,0.0014
A2R001Q01,90240,21/09/2011,8.034,50.494,3.608,0.168,0.025,0.5185,0.0014
A2R001Q01,90240,14/12/2011,7.787,49.999,1.417,0.074,0.025,0.5457,0.0014
A2R001Q01,90240,14/12/2011,7.812,49.636,1.361,0.103,0.025,0.5464,0.0014
